Date,Product,Region,Sales,Temperature,Rainfall,Holiday,Holiday_Name,Inventory,TransportTime,Urban
2021-07-18,Coconuts,Florida,368.45,22.4,1.8,0,None,546.72,4,1
2021-07-25,Tomatoes,California,549.14,16.8,10.8,0,None,532.47,1,1
2021-07-25,Tomatoes,Florida,468.42,18.4,19.3,0,None,520.32,2,1
2021-07-25,Avocados,California,459.62,25.3,13.3,0,None,360.76,3,0
2021-07-25,Avocados,Florida,303.09,24.0,47.5,0,None,240.5,3,1
2021-07-25,Bananas,California,520.92,20.8,12.4,0,None,718.8,3,0
2021-07-25,Bananas,Florida,691.18,28.3,19.6,0,None,1031.81,2,0
2021-07-25,Eggs,California,654.75,14.9,14.7,0,None,766.68,1,1
2021-07-25,Eggs,Florida,676.29,25.3,14.7,0,None,984.04,3,0
2021-07-25,Corn,California,417.95,19.8,15.9,0,None,543.48,2,1
2021-07-25,Corn,Florida,454.39,26.0,42.2,0,None,636.3,3,1
2021-07-25,Coconuts,California,175.04,22.7,18.4,0,None,242.96,1,1
2021-07-25,Coconuts,Florida,360.82,24.7,22.5,0,None,401.43,4,0
2021-08-01,Tomatoes,California,525.99,15.4,3.8,0,None,518.63,1,1
2021-08-01,Tomatoes,Florida,403.62,21.6,6.1,0,None,531.45,3,0
2021-08-01,Avocados,California,379.82,23.0,6.4,0,None,306.25,2,1
2021-08-01,Avocados,Florida,317.61,20.5,7.7,0,None,301.77,4,0
2021-08-01,Bananas,California,537.86,16.6,19.3,0,None,358.01,3,1
2021-08-01,Bananas,Florida,782.04,21.2,28.8,0,None,511.81,2,1
2021-08-01,Eggs,California,698.09,16.2,8.0,0,None,940.42,2,0
2021-08-01,Eggs,Florida,666.13,26.7,41.3,0,None,403.18,2,1
2021-08-01,Corn,California,348.05,17.6,15.1,0,None,307.75,3,1
2021-08-01,Corn,Florida,492.79,21.7,28.3,0,None,441.26,3,0
2021-08-01,Coconuts,California,122.4,16.6,11.9,0,None,169.94,2,0
2021-08-01,Coconuts,Florida,309.5,21.8,25.5,0,None,274.07,3,1
2021-08-08,Tomatoes,California,510.86,13.6,20.7,0,None,681.31,3,1
2021-08-08,Tomatoes,Florida,430.6,23.4,30.2,0,None,291.59,2,1
2021-08-08,Avocados,California,310.83,19.4,7.5,0,None,293.44,3,0
2021-08-08,Avocados,Florida,279.57,23.6,15.2,0,None,345.15,3,1
2021-08-08,Bananas,California,646.36,20.5,10.6,0,None,348.68,1,0
2021-08-08,Bananas,Florida,505.04,26.7,37.4,0,None,431.03,4,0
2021-08-08,Eggs,California,662.29,16.0,14.2,0,None,513.78,2,1
2021-08-08,Eggs,Florida,642.75,19.0,22.0,0,None,806.41,3,1
2021-08-08,Corn,California,291.33,14.6,16.0,0,None,258.27,3,0
2021-08-08,Corn,Florida,442.68,25.8,13.4,0,None,617.3,4,1
2021-08-08,Coconuts,California,195.47,19.1,15.6,0,None,136.92,1,1
2021-08-08,Coconuts,Florida,291.14,18.7,13.8,0,None,236.37,4,1
2021-08-15,Tomatoes,California,596.66,17.3,23.1,0,None,729.54,2,1
2021-08-15,Tomatoes,Florida,387.93,25.6,35.6,0,None,511.99,2,1
2021-08-15,Avocados,California,412.46,18.2,16.9,0,None,511.64,1,1
2021-08-15,Avocados,Florida,279.8,21.9,23.9,0,None,335.77,4,1
2021-08-15,Bananas,California,465.25,16.6,5.1,0,None,263.34,3,1
2021-08-15,Bananas,Florida,467.96,24.6,41.3,0,None,560.5,2,0
2021-08-15,Eggs,California,588.64,17.3,13.3,0,None,762.0,2,1
2021-08-15,Eggs,Florida,620.93,20.9,15.4,0,None,493.82,3,1
2021-08-15,Corn,California,380.33,16.1,12.0,0,None,276.13,1,1
2021-08-15,Corn,Florida,367.16,25.8,17.7,0,None,252.55,4,1
2021-08-15,Coconuts,California,245.24,12.8,10.1,0,None,290.03,2,1
2021-08-15,Coconuts,Florida,280.72,19.0,12.1,0,None,221.76,3,1
2021-08-22,Tomatoes,California,477.92,14.7,13.6,0,None,374.82,2,0
2021-08-22,Tomatoes,Florida,293.47,18.1,32.5,0,None,264.84,2,1
2021-08-22,Avocados,California,333.84,16.3,18.5,0,None,187.85,2,1
2021-08-22,Avocados,Florida,207.15,22.4,21.4,0,None,120.71,4,0
2021-08-22,Bananas,California,511.09,13.1,14.8,0,None,719.21,3,1
2021-08-22,Bananas,Florida,613.6,20.3,30.7,0,None,898.35,2,1
2021-08-22,Eggs,California,639.53,14.6,9.5,0,None,482.35,3,1
2021-08-22,Eggs,Florida,649.49,21.3,25.1,0,None,518.33,2,1
2021-08-22,Corn,California,328.94,13.3,18.7,0,None,321.04,2,1
2021-08-22,Corn,Florida,424.91,20.1,26.4,0,None,447.04,4,0
2021-08-22,Coconuts,California,192.68,15.3,17.9,0,None,249.76,3,1
2021-08-22,Coconuts,Florida,305.74,18.8,18.9,0,None,352.1,3,0
2021-08-29,Tomatoes,California,419.75,21.8,10.1,0,None,227.93,1,1
2021-08-29,Tomatoes,Florida,371.82,20.8,13.7,0,None,285.41,2,1
2021-08-29,Avocados,California,355.57,15.3,16.6,0,None,515.17,3,1
2021-08-29,Avocados,Florida,270.61,23.0,0.0,0,None,296.35,2,1
2021-08-29,Bananas,California,486.88,17.5,8.2,0,None,620.29,3,1
2021-08-29,Bananas,Florida,600.95,18.4,25.0,0,None,530.39,2,1
2021-08-29,Eggs,California,657.79,13.7,3.3,0,None,573.42,3,1
2021-08-29,Eggs,Florida,636.04,23.8,25.0,0,None,747.71,4,0
2021-08-29,Corn,California,245.14,18.3,11.8,0,None,343.07,1,1
2021-08-29,Corn,Florida,402.11,20.4,7.2,0,None,501.61,4,1
2021-08-29,Coconuts,California,156.63,16.0,15.1,0,None,180.27,3,0
2021-08-29,Coconuts,Florida,190.12,20.1,17.2,0,None,137.91,4,1
2021-09-05,Tomatoes,California,480.25,17.2,8.9,0,None,629.67,3,1
2021-09-05,Tomatoes,Florida,359.13,23.8,29.3,0,None,519.81,3,1
2021-09-05,Avocados,California,369.08,15.3,12.8,0,None,238.91,1,1
2021-09-05,Avocados,Florida,234.25,15.4,16.9,0,None,295.4,2,0
2021-09-05,Bananas,California,477.74,16.8,7.9,0,None,457.96,3,1
2021-09-05,Bananas,Florida,529.91,16.2,21.5,0,None,291.44,2,1
2021-09-05,Eggs,California,619.45,16.1,22.5,0,None,377.18,3,1
2021-09-05,Eggs,Florida,586.18,22.1,23.0,0,None,599.4,4,1
2021-09-05,Corn,California,263.89,19.5,10.2,0,None,383.4,2,0
2021-09-05,Corn,Florida,472.44,20.2,11.7,0,None,575.59,4,1
2021-09-05,Coconuts,California,194.77,14.9,16.0,0,None,260.1,1,1
2021-09-05,Coconuts,Florida,268.91,24.6,26.5,0,None,146.84,3,1
2021-09-12,Tomatoes,California,419.83,17.5,13.9,0,None,222.16,3,0
2021-09-12,Tomatoes,Florida,286.65,20.2,30.7,0,None,290.29,4,1
2021-09-12,Avocados,California,372.94,13.5,5.3,0,None,480.17,1,1
2021-09-12,Avocados,Florida,259.17,24.4,12.1,0,None,191.89,3,0
2021-09-12,Bananas,California,486.68,17.3,16.9,0,None,352.79,1,0
2021-09-12,Bananas,Florida,451.3,14.5,41.4,0,None,372.92,4,1
2021-09-12,Eggs,California,633.02,14.5,21.7,0,None,618.04,3,1
2021-09-12,Eggs,Florida,597.48,18.3,16.6,0,None,475.41,4,1
2021-09-12,Corn,California,224.85,19.5,18.1,0,None,215.86,3,0
2021-09-12,Corn,Florida,366.23,18.8,34.1,0,None,437.13,3,0
2021-09-12,Coconuts,California,100.0,19.1,13.8,0,None,104.67,1,1
2021-09-12,Coconuts,Florida,241.83,22.3,0.0,0,None,134.13,3,1
2021-09-19,Tomatoes,California,427.5,14.7,20.4,0,None,487.62,1,0
2021-09-19,Tomatoes,Florida,269.43,14.9,18.0,0,None,222.36,2,1
2021-09-19,Avocados,California,279.13,14.0,8.0,0,None,352.4,2,1
2021-09-19,Avocados,Florida,191.75,18.3,27.1,0,None,200.28,3,1
2021-09-19,Bananas,California,452.23,10.0,18.7,0,None,444.03,1,1
2021-09-19,Bananas,Florida,404.94,23.3,14.8,0,None,509.82,3,0
2021-09-19,Eggs,California,574.58,16.8,14.6,0,None,378.66,3,0
2021-09-19,Eggs,Florida,613.46,22.6,24.0,0,None,732.83,4,0
2021-09-19,Corn,California,264.29,14.9,18.1,0,None,173.72,1,0
2021-09-19,Corn,Florida,314.56,21.5,41.5,0,None,455.19,2,1
2021-09-19,Coconuts,California,171.74,10.0,18.8,0,None,88.63,3,0
2021-09-19,Coconuts,Florida,197.92,19.9,29.3,0,None,145.46,4,1
2021-09-26,Tomatoes,California,375.96,20.6,3.3,0,None,304.09,2,1
2021-09-26,Tomatoes,Florida,368.02,20.6,27.2,0,None,433.21,4,1
2021-09-26,Avocados,California,292.95,19.1,13.9,0,None,420.47,2,0
2021-09-26,Avocados,Florida,183.82,18.9,26.4,0,None,192.8,3,1
2021-09-26,Bananas,California,409.84,11.2,14.4,0,None,564.76,1,1
2021-09-26,Bananas,Florida,517.19,17.9,34.3,0,None,482.42,4,1
2021-09-26,Eggs,California,595.3,14.9,18.5,0,None,366.82,3,1
2021-09-26,Eggs,Florida,616.01,18.8,27.5,0,None,479.17,3,0
2021-09-26,Corn,California,278.85,14.9,15.5,0,None,412.41,1,0
2021-09-26,Corn,Florida,305.23,18.1,42.0,0,None,258.39,4,1
2021-09-26,Coconuts,California,116.18,10.7,10.4,0,None,134.39,2,1
2021-09-26,Coconuts,Florida,158.4,16.5,28.4,0,None,225.8,4,1
2021-10-03,Tomatoes,California,325.22,20.6,15.6,0,None,371.28,2,0
2021-10-03,Tomatoes,Florida,243.93,22.4,13.5,0,None,294.33,3,1
2021-10-03,Avocados,California,309.24,10.4,13.9,0,None,336.32,2,1
2021-10-03,Avocados,Florida,207.0,20.4,20.0,0,None,183.32,4,1
2021-10-03,Bananas,California,454.75,14.8,20.6,0,None,313.11,2,0
2021-10-03,Bananas,Florida,442.42,17.4,23.6,0,None,552.31,4,0
2021-10-03,Eggs,California,588.68,15.9,0.9,0,None,880.82,1,1
2021-10-03,Eggs,Florida,598.33,23.7,35.4,0,None,421.24,4,1
2021-10-03,Corn,California,264.7,16.7,11.5,0,None,197.88,3,1
2021-10-03,Corn,Florida,292.21,22.0,39.9,0,None,342.72,3,1
2021-10-03,Coconuts,California,139.14,14.0,14.3,0,None,108.99,2,1
2021-10-03,Coconuts,Florida,100.0,15.0,25.9,0,None,148.77,4,0
2021-10-10,Tomatoes,California,263.06,14.0,12.0,0,None,359.13,1,0
2021-10-10,Tomatoes,Florida,330.27,23.4,31.4,0,None,315.19,2,0
2021-10-10,Avocados,California,317.08,16.3,31.3,0,None,204.32,3,1
2021-10-10,Avocados,Florida,188.19,18.4,33.5,0,None,177.64,2,1
2021-10-10,Bananas,California,310.3,19.9,12.6,0,None,220.32,1,0
2021-10-10,Bananas,Florida,449.36,25.3,14.8,0,None,341.62,3,1
2021-10-10,Eggs,California,616.26,15.3,19.0,0,None,583.11,1,1
2021-10-10,Eggs,Florida,588.03,19.7,32.7,0,None,619.41,2,1
2021-10-10,Corn,California,284.62,13.6,11.6,0,None,402.39,1,1
2021-10-10,Corn,Florida,361.8,20.3,2.8,0,None,521.4,2,1
2021-10-10,Coconuts,California,100.0,18.1,22.2,0,None,138.44,3,1
2021-10-10,Coconuts,Florida,176.14,19.4,24.6,0,None,140.2,4,1
2021-10-17,Tomatoes,California,348.39,12.4,12.8,0,None,231.78,1,0
2021-10-17,Tomatoes,Florida,252.43,20.5,42.2,0,None,166.95,2,1
2021-10-17,Avocados,California,331.34,13.4,20.4,0,None,204.9,2,1
2021-10-17,Avocados,Florida,259.21,16.0,19.1,0,None,186.51,4,1
2021-10-17,Bananas,California,306.08,10.0,24.2,0,None,367.96,1,1
2021-10-17,Bananas,Florida,464.74,21.7,5.2,0,None,499.79,2,1
2021-10-17,Eggs,California,570.38,12.4,13.2,0,None,366.66,2,1
2021-10-17,Eggs,Florida,539.14,21.0,20.5,0,None,635.59,3,1
2021-10-17,Corn,California,213.94,15.0,28.0,0,None,241.41,2,1
2021-10-17,Corn,Florida,253.19,23.8,26.1,0,None,334.57,2,1
2021-10-17,Coconuts,California,139.12,13.3,8.3,0,None,188.51,1,1
2021-10-17,Coconuts,Florida,156.61,20.0,22.8,0,None,179.75,3,0
2021-10-24,Tomatoes,California,297.91,18.1,17.2,0,None,168.79,1,0
2021-10-24,Tomatoes,Florida,261.96,22.6,0.0,0,None,390.12,2,1
2021-10-24,Avocados,California,220.66,13.3,8.4,0,None,125.49,2,1
2021-10-24,Avocados,Florida,123.78,18.9,23.2,0,None,105.21,4,1
2021-10-24,Bananas,California,412.69,16.2,21.9,0,None,245.7,3,1
2021-10-24,Bananas,Florida,349.79,15.3,42.7,0,None,366.59,2,1
2021-10-24,Eggs,California,588.34,17.6,10.7,0,None,683.94,3,0
2021-10-24,Eggs,Florida,599.75,21.3,26.7,0,None,754.91,4,1
2021-10-24,Corn,California,242.56,16.6,22.6,0,None,195.72,1,0
2021-10-24,Corn,Florida,303.15,17.7,18.0,0,None,246.71,2,1
2021-10-24,Coconuts,California,126.02,14.9,7.8,0,None,72.71,2,1
2021-10-24,Coconuts,Florida,157.49,14.8,3.8,0,None,229.7,2,1
2021-10-31,Tomatoes,California,250.63,18.2,15.3,0,None,206.65,1,0
2021-10-31,Tomatoes,Florida,282.02,15.2,21.2,0,None,325.65,4,1
2021-10-31,Avocados,California,302.73,17.2,18.0,0,None,208.19,2,1
2021-10-31,Avocados,Florida,211.04,17.4,4.5,0,None,112.09,4,1
2021-10-31,Bananas,California,443.92,15.0,16.7,0,None,602.9,2,1
2021-10-31,Bananas,Florida,493.25,20.7,9.8,0,None,609.77,4,0
2021-10-31,Eggs,California,557.0,16.5,16.8,0,None,315.96,3,0
2021-10-31,Eggs,Florida,500.88,23.9,16.0,0,None,654.49,3,1
2021-10-31,Corn,California,321.63,12.0,9.0,0,None,469.95,3,1
2021-10-31,Corn,Florida,229.68,21.5,38.5,0,None,186.68,2,1
2021-10-31,Coconuts,California,139.4,17.5,19.8,0,None,156.77,1,1
2021-10-31,Coconuts,Florida,221.3,18.5,22.4,0,None,251.92,4,1
2021-11-07,Tomatoes,California,260.39,20.5,16.6,0,None,371.89,2,1
2021-11-07,Tomatoes,Florida,181.13,25.3,37.2,0,None,175.57,2,0
2021-11-07,Avocados,California,304.74,17.5,17.6,0,None,168.63,3,0
2021-11-07,Avocados,Florida,243.89,23.5,20.1,0,None,148.79,4,1
2021-11-07,Bananas,California,501.24,15.9,19.2,0,None,388.61,3,0
2021-11-07,Bananas,Florida,502.32,19.6,36.5,0,None,353.72,3,1
2021-11-07,Eggs,California,568.7,17.3,16.7,0,None,682.23,2,1
2021-11-07,Eggs,Florida,580.05,21.4,30.8,0,None,843.12,2,1
2021-11-07,Corn,California,131.14,17.5,14.9,0,None,143.32,3,1
2021-11-07,Corn,Florida,308.57,20.5,19.2,0,None,180.38,4,0
2021-11-07,Coconuts,California,100.0,17.8,17.3,0,None,78.65,3,1
2021-11-07,Coconuts,Florida,118.25,18.9,17.3,0,None,140.86,4,0
2021-11-14,Tomatoes,California,359.62,15.9,12.8,0,None,203.91,3,1
2021-11-14,Tomatoes,Florida,225.77,23.2,26.3,0,None,181.98,3,1
2021-11-14,Avocados,California,253.88,11.6,11.3,0,None,169.46,1,1
2021-11-14,Avocados,Florida,169.26,19.8,18.3,0,None,191.36,2,1
2021-11-14,Bananas,California,357.98,14.5,20.6,0,None,201.39,1,1
2021-11-14,Bananas,Florida,350.65,21.6,26.0,0,None,202.14,4,1
2021-11-14,Eggs,California,559.69,20.8,13.4,0,None,716.72,2,1
2021-11-14,Eggs,Florida,497.64,20.5,33.5,0,None,738.61,3,0
2021-11-14,Corn,California,196.15,14.4,22.4,0,None,210.72,3,0
2021-11-14,Corn,Florida,254.08,17.8,29.0,0,None,138.46,4,0
2021-11-14,Coconuts,California,100.0,14.8,22.3,0,None,99.26,2,0
2021-11-14,Coconuts,Florida,141.24,23.9,19.4,0,None,128.07,4,1
2021-11-21,Tomatoes,California,413.4,10.0,13.5,1,Thanksgiving,511.06,2,0
2021-11-21,Tomatoes,Florida,393.66,22.5,21.7,1,Thanksgiving,563.84,2,1
2021-11-21,Avocados,California,338.39,13.4,10.4,1,Thanksgiving,243.21,1,1
2021-11-21,Avocados,Florida,194.78,22.0,30.8,1,Thanksgiving,209.7,4,1
2021-11-21,Bananas,California,435.0,13.7,10.7,1,Thanksgiving,255.35,1,0
2021-11-21,Bananas,Florida,573.31,15.8,30.8,1,Thanksgiving,853.38,4,1
2021-11-21,Eggs,California,806.0,15.8,9.1,1,Thanksgiving,403.53,3,1
2021-11-21,Eggs,Florida,767.14,20.9,17.1,1,Thanksgiving,561.59,2,1
2021-11-21,Corn,California,229.88,13.9,14.0,1,Thanksgiving,327.46,3,0
2021-11-21,Corn,Florida,370.54,14.6,1.3,1,Thanksgiving,467.09,4,1
2021-11-21,Coconuts,California,173.47,12.5,19.2,1,Thanksgiving,116.35,1,0
2021-11-21,Coconuts,Florida,158.81,21.7,18.4,1,Thanksgiving,115.42,4,0
2021-11-28,Tomatoes,California,422.21,28.9,2.4,1,Thanksgiving,565.42,1,0
2021-11-28,Tomatoes,Florida,416.9,19.4,28.7,1,Thanksgiving,348.53,2,0
2021-11-28,Avocados,California,344.55,18.6,6.6,1,Thanksgiving,191.41,3,1
2021-11-28,Avocados,Florida,250.82,19.5,29.3,1,Thanksgiving,295.31,2,0
2021-11-28,Bananas,California,445.13,19.1,18.4,1,Thanksgiving,414.47,1,1
2021-11-28,Bananas,Florida,453.65,16.7,15.2,1,Thanksgiving,377.53,3,1
2021-11-28,Eggs,California,784.31,17.8,20.7,1,Thanksgiving,641.21,2,1
2021-11-28,Eggs,Florida,817.36,22.2,47.1,1,Thanksgiving,695.1,2,1
2021-11-28,Corn,California,302.01,20.3,7.4,1,Thanksgiving,174.84,3,0
2021-11-28,Corn,Florida,285.63,22.7,22.0,1,Thanksgiving,411.02,3,0
2021-11-28,Coconuts,California,117.57,13.7,13.3,1,Thanksgiving,87.79,2,1
2021-11-28,Coconuts,Florida,100.0,22.5,29.0,1,Thanksgiving,77.3,4,0
2021-12-05,Tomatoes,California,340.0,19.8,15.5,0,None,309.81,2,0
2021-12-05,Tomatoes,Florida,203.88,26.0,13.9,0,None,162.1,4,1
2021-12-05,Avocados,California,341.7,16.4,13.1,0,None,465.78,2,1
2021-12-05,Avocados,Florida,214.97,19.1,20.6,0,None,254.12,3,1
2021-12-05,Bananas,California,301.39,23.6,16.9,0,None,254.36,3,1
2021-12-05,Bananas,Florida,428.18,19.4,22.9,0,None,587.9,4,1
2021-12-05,Eggs,California,564.1,11.5,16.4,0,None,337.75,1,1
2021-12-05,Eggs,Florida,500.86,26.7,27.0,0,None,266.68,3,0
2021-12-05,Corn,California,218.42,16.7,15.7,0,None,231.8,1,0
2021-12-05,Corn,Florida,300.71,21.9,25.5,0,None,254.86,4,1
2021-12-05,Coconuts,California,100.0,16.3,6.9,0,None,118.88,2,0
2021-12-05,Coconuts,Florida,154.14,21.9,34.2,0,None,131.15,3,0
2021-12-12,Tomatoes,California,266.71,16.3,11.4,0,None,261.95,2,1
2021-12-12,Tomatoes,Florida,224.61,21.7,17.5,0,None,241.79,2,1
2021-12-12,Avocados,California,208.22,17.1,12.7,0,None,214.8,2,0
2021-12-12,Avocados,Florida,213.9,19.3,11.9,0,None,246.88,3,0
2021-12-12,Bananas,California,491.21,19.7,11.1,0,None,302.76,3,0
2021-12-12,Bananas,Florida,384.18,22.8,18.4,0,None,441.13,4,1
2021-12-12,Eggs,California,532.68,19.5,4.0,0,None,402.35,1,1
2021-12-12,Eggs,Florida,561.98,23.2,36.6,0,None,583.21,2,1
2021-12-12,Corn,California,147.3,17.0,13.4,0,None,79.83,1,1
2021-12-12,Corn,Florida,253.55,28.1,21.8,0,None,151.05,4,0
2021-12-12,Coconuts,California,100.56,20.3,5.4,0,None,125.94,2,1
2021-12-12,Coconuts,Florida,210.19,21.1,33.7,0,None,198.4,3,1
2021-12-19,Tomatoes,California,439.02,22.6,10.0,1,Christmas,385.91,3,1
2021-12-19,Tomatoes,Florida,417.75,18.3,15.1,1,Christmas,437.58,2,1
2021-12-19,Avocados,California,293.15,21.1,10.7,1,Christmas,360.09,1,0
2021-12-19,Avocados,Florida,270.08,22.3,32.2,1,Christmas,170.8,3,0
2021-12-19,Bananas,California,476.9,17.8,17.6,1,Christmas,295.86,1,1
2021-12-19,Bananas,Florida,585.01,22.7,0.0,1,Christmas,828.92,2,1
2021-12-19,Eggs,California,770.97,15.2,13.1,1,Christmas,450.35,2,1
2021-12-19,Eggs,Florida,787.54,21.7,9.8,1,Christmas,454.26,4,1
2021-12-19,Corn,California,250.47,17.3,8.2,1,Christmas,135.1,1,1
2021-12-19,Corn,Florida,351.6,24.3,26.0,1,Christmas,508.68,2,0
2021-12-19,Coconuts,California,112.37,18.7,2.5,1,Christmas,165.62,2,1
2021-12-19,Coconuts,Florida,240.0,30.3,32.3,1,Christmas,300.35,4,1
2021-12-26,Tomatoes,California,417.34,19.6,16.7,1,Christmas,544.9,1,1
2021-12-26,Tomatoes,Florida,360.59,22.4,16.2,1,Christmas,212.72,3,1
2021-12-26,Avocados,California,406.84,17.1,10.5,1,Christmas,383.28,3,1
2021-12-26,Avocados,Florida,236.6,25.0,36.8,1,Christmas,169.46,2,0
2021-12-26,Bananas,California,445.1,20.8,8.3,1,Christmas,383.26,2,1
2021-12-26,Bananas,Florida,487.96,24.7,14.5,1,Christmas,529.36,4,1
2021-12-26,Eggs,California,796.63,16.0,13.2,1,Christmas,1111.85,1,1
2021-12-26,Eggs,Florida,771.11,19.1,13.4,1,Christmas,904.03,2,1
2021-12-26,Corn,California,231.89,19.7,11.2,1,Christmas,240.04,2,1
2021-12-26,Corn,Florida,349.61,22.4,16.3,1,Christmas,521.82,3,1
2021-12-26,Coconuts,California,164.32,17.3,21.9,1,Christmas,244.05,2,1
2021-12-26,Coconuts,Florida,200.53,29.9,8.9,1,Christmas,233.69,3,1
2022-01-02,Tomatoes,California,385.33,18.4,12.8,1,New Year,290.38,1,0
2022-01-02,Tomatoes,Florida,512.16,26.0,10.3,1,New Year,385.67,4,1
2022-01-02,Avocados,California,377.07,22.7,14.5,1,New Year,415.96,2,1
2022-01-02,Avocados,Florida,341.13,19.0,12.3,1,New Year,432.75,2,1
2022-01-02,Bananas,California,482.55,21.2,16.2,1,New Year,362.43,2,1
2022-01-02,Bananas,Florida,620.11,27.2,20.8,1,New Year,337.96,2,0
2022-01-02,Eggs,California,794.5,16.3,5.0,1,New Year,419.37,2,1
2022-01-02,Eggs,Florida,776.37,20.8,36.6,1,New Year,813.75,3,1
2022-01-02,Corn,California,294.18,20.2,18.1,1,New Year,294.27,2,1
2022-01-02,Corn,Florida,466.9,25.1,20.6,1,New Year,303.81,3,0
2022-01-02,Coconuts,California,135.34,14.4,13.0,1,New Year,174.89,1,0
2022-01-02,Coconuts,Florida,217.34,27.9,35.9,1,New Year,163.8,2,1
2022-01-09,Tomatoes,California,410.38,17.2,15.5,0,None,211.86,2,1
2022-01-09,Tomatoes,Florida,401.53,24.2,0.0,0,None,328.56,4,1
2022-01-09,Avocados,California,364.84,22.8,4.8,0,None,275.27,2,1
2022-01-09,Avocados,Florida,282.39,28.5,18.9,0,None,249.65,3,1
2022-01-09,Bananas,California,337.09,18.8,8.0,0,None,201.12,3,0
2022-01-09,Bananas,Florida,425.32,24.3,19.9,0,None,249.94,4,0
2022-01-09,Eggs,California,466.32,19.4,0.0,0,None,461.2,2,1
2022-01-09,Eggs,Florida,517.47,21.5,30.8,0,None,640.9,2,1
2022-01-09,Corn,California,276.96,23.8,12.1,0,None,276.95,2,1
2022-01-09,Corn,Florida,319.51,26.5,27.6,0,None,404.97,4,1
2022-01-09,Coconuts,California,100.0,21.9,9.1,0,None,108.56,1,1
2022-01-09,Coconuts,Florida,148.03,28.0,39.4,0,None,108.62,3,1
2022-01-16,Tomatoes,California,398.38,23.5,5.4,0,None,437.66,1,1
2022-01-16,Tomatoes,Florida,254.03,29.7,21.4,0,None,219.69,4,0
2022-01-16,Avocados,California,315.93,24.7,9.0,0,None,389.35,1,0
2022-01-16,Avocados,Florida,265.96,23.4,24.4,0,None,390.05,4,0
2022-01-16,Bananas,California,360.42,24.5,12.9,0,None,464.95,2,1
2022-01-16,Bananas,Florida,348.6,24.7,19.1,0,None,195.93,4,1
2022-01-16,Eggs,California,499.82,21.2,8.1,0,None,742.64,2,1
2022-01-16,Eggs,Florida,560.98,22.8,35.2,0,None,644.13,3,1
2022-01-16,Corn,California,308.59,19.4,7.3,0,None,210.0,1,1
2022-01-16,Corn,Florida,300.45,19.6,30.6,0,None,251.8,2,1
2022-01-16,Coconuts,California,112.02,21.4,16.3,0,None,80.08,3,1
2022-01-16,Coconuts,Florida,225.33,25.6,26.0,0,None,190.51,4,1
2022-01-23,Tomatoes,California,515.61,22.8,2.8,0,None,346.53,1,1
2022-01-23,Tomatoes,Florida,361.2,24.8,3.3,0,None,395.76,2,1
2022-01-23,Avocados,California,345.74,15.8,1.1,0,None,281.78,2,1
2022-01-23,Avocados,Florida,248.94,26.9,20.5,0,None,193.44,4,1
2022-01-23,Bananas,California,385.25,16.9,14.6,0,None,373.5,2,1
2022-01-23,Bananas,Florida,514.73,26.0,19.6,0,None,505.1,2,0
2022-01-23,Eggs,California,487.78,25.2,10.0,0,None,415.36,2,1
2022-01-23,Eggs,Florida,489.97,23.8,13.4,0,None,538.7,4,1
2022-01-23,Corn,California,264.93,22.5,6.1,0,None,249.34,3,1
2022-01-23,Corn,Florida,352.58,28.8,9.2,0,None,371.86,4,1
2022-01-23,Coconuts,California,142.87,25.8,10.8,0,None,148.74,3,1
2022-01-23,Coconuts,Florida,202.2,21.6,17.8,0,None,113.15,4,0
2022-01-30,Tomatoes,California,476.48,20.8,0.0,0,None,536.2,3,1
2022-01-30,Tomatoes,Florida,401.18,24.3,8.5,0,None,355.73,3,1
2022-01-30,Avocados,California,360.57,24.0,7.1,0,None,182.93,3,1
2022-01-30,Avocados,Florida,203.46,30.9,33.0,0,None,280.37,3,0
2022-01-30,Bananas,California,583.67,24.1,5.2,0,None,336.89,1,1
2022-01-30,Bananas,Florida,552.45,26.0,3.4,0,None,412.04,2,1
2022-01-30,Eggs,California,573.29,25.1,6.4,0,None,672.12,3,1
2022-01-30,Eggs,Florida,525.08,22.5,31.7,0,None,519.64,2,1
2022-01-30,Corn,California,262.98,23.8,1.2,0,None,144.9,2,0
2022-01-30,Corn,Florida,345.82,27.4,33.4,0,None,337.21,4,0
2022-01-30,Coconuts,California,204.84,19.4,12.6,0,None,168.97,2,0
2022-01-30,Coconuts,Florida,233.38,24.4,20.0,0,None,209.88,4,0
2022-02-06,Tomatoes,California,449.79,23.0,9.8,0,None,347.53,3,1
2022-02-06,Tomatoes,Florida,355.84,24.0,13.6,0,None,242.41,2,1
2022-02-06,Avocados,California,379.99,19.6,0.0,0,None,387.44,2,1
2022-02-06,Avocados,Florida,314.16,30.1,19.6,0,None,469.38,4,0
2022-02-06,Bananas,California,553.37,19.3,0.0,0,None,474.69,3,1
2022-02-06,Bananas,Florida,487.13,28.5,1.0,0,None,340.41,4,1
2022-02-06,Eggs,California,567.32,20.4,6.9,0,None,726.29,3,1
2022-02-06,Eggs,Florida,542.14,28.1,31.0,0,None,702.74,3,1
2022-02-06,Corn,California,265.82,19.7,10.1,0,None,149.1,1,1
2022-02-06,Corn,Florida,352.92,23.8,0.0,0,None,496.92,2,0
2022-02-06,Coconuts,California,145.02,21.8,2.7,0,None,163.24,1,1
